latitude,longitude
40.746025,-73.998337
40.732014,-73.990112
40.738556,-73.999771
40.749653,-73.976707
40.727821,-73.9851
40.732716,-73.987717
40.763863,-73.997604
40.774021,-73.873016
40.75658,-73.99765
40.764648,-73.966194
40.784031,-73.979866
40.769161,-73.981163
40.779308,-73.984779
40.768082,-73.966118
40.771301,-73.922951
40.661404,-73.961105
40.772629,-73.964958
40.670185,-73.988754
40.768337,-73.98526
40.74641,-73.981888
40.725914,-73.994659
40.644753,-73.781715
40.74379,-73.999535
40.770126,-73.951576
40.733047,-73.999924
40.766071,-73.96032
40.646729,-73.789185
40.745655,-73.981567
40.759605,-73.99157
40.728966,-73.988663
40.732143,-73.980461
40.729477,-73.987465
40.753014,-73.989403
40.738625,-73.999641
40.738289,-73.987503
40.677078,-74.000832
40.773434,-73.955002
40.771446,-73.950539
40.760017,-73.996384
40.738007,-73.930962
0.0,0.0
40.737919,-73.98053
40.762405,-73.979889
40.754639,-73.985985
40.779709,-73.953629
40.726437,-73.991852
40.766853,-73.986771
40.773643,-73.989876
40.743923,-73.973396
40.752426,-73.977943
40.739342,-73.991066
40.730434,-74.004547
40.773708,-73.955032
40.770672,-73.957161
40.717281,-73.990623
40.721111,-73.98774
40.793774,-73.972435
40.734982,-73.979797
40.792404,-73.970711
40.727901,-73.999115
40.780418,-73.946281
40.725716,-73.983749
40.761292,-73.993141
40.725685,-73.989769
40.741703,-73.997406
40.735909,-73.997864
40.753056,-73.984734
40.736248,-74.001312
40.720932,-73.99369
40.707901,-73.939842
40.723019,-73.988472
40.684399,-73.99202
40.714733,-73.998825
40.739616,-74.00248
40.749191,-73.988007
40.723518,-74.007896
40.836681,-73.943085
40.804539,-73.955338
40.718166,-73.957413
40.769878,-73.954529
40.718689,-74.004494
40.766693,-73.983086
40.726944,-73.979866
40.754463,-73.968987
40.745747,-73.971954
40.741089,-74.007347
40.800121,-73.966454
40.764606,-73.971214
40.796886,-73.972145
40.760571,-73.962296
40.722576,-74.004631
0.0,0.0
40.741043,-73.983757
40.750526,-73.987457
40.733356,-73.981087
40.724487,-73.990395
40.751377,-73.990974
40.785667,-73.972725
40.731167,-73.988655
40.759777,-73.987862
40.721684,-73.958061
40.720058,-73.998421
40.718685,-73.988441
40.734192,-73.999023
40.705269,-74.006866
40.760399,-73.98394
40.788383,-73.970955
40.738949,-73.987381
40.733192,-74.003082
40.768879,-73.960701
40.765404,-73.967682
40.786961,-73.950401
40.745842,-74.0056
0.0,0.0
40.757465,-73.966583
40.744942,-73.978622
40.741081,-73.981079
40.758945,-73.983009
40.728943,-73.858459
40.752701,-73.977737
40.761871,-73.998856
40.733101,-74.002327
40.645222,-73.776611
40.758293,-73.988953
40.768494,-73.86203
40.761536,-73.969154
40.735619,-73.992683
40.775696,-73.980034
40.73978,-73.993423
40.77206,-73.952957
40.804913,-73.955032
40.740112,-74.005325
40.727158,-73.982758
0.0,0.0
40.766605,-73.986626
40.759071,-73.977341
40.766487,-73.983055
40.795902,-73.935143
40.751534,-73.993958
40.751316,-73.985207
40.774105,-73.874474
40.787968,-73.967224
40.783142,-73.974266
40.761726,-73.988342
40.776726,-73.979294
40.773621,-73.870796
40.802036,-73.961601
40.766212,-73.98735
40.725674,-74.003952
40.731541,-74.001045
40.765331,-73.968025
40.726204,-73.994453
40.77927,-73.955055
40.754307,-73.994247
40.732845,-73.979668
40.783054,-73.978477
40.763863,-73.971245
40.709747,-74.014969
40.755756,-73.964905
40.743328,-73.918556
40.745811,-73.970573
40.722294,-73.98317
40.773632,-73.870918
40.796848,-73.970032
40.746731,-73.982147
40.73933,-73.984123
40.751942,-73.975029
40.773205,-73.946053
40.756145,-73.990189
40.730438,-74.010612
40.737198,-73.996971
40.744106,-73.925072
40.779549,-73.981903
40.644951,-73.781975
40.799534,-73.968529
40.758652,-73.965637
40.735699,-74.006035
40.738155,-74.004089
40.767986,-73.983452
40.763962,-73.973083
40.772915,-73.949364
0.0,0.0
40.769566,-73.984428
40.729694,-73.989777
40.813496,-73.930916
40.735718,-73.992691
40.779659,-73.957893
0.0,0.0
40.76075,-73.994888
40.75536,-73.971291
40.77029,-73.982185
40.769791,-73.927956
40.746803,-73.990349
40.764423,-73.963326
40.774151,-73.954544
40.755844,-73.978813
40.766869,-73.979012
40.740913,-73.993958
40.763958,-73.997818
40.706486,-74.017509
40.778961,-73.986626
40.766071,-73.987251
40.68597,-73.996384
40.769245,-73.961044
40.749702,-73.981567
40.728374,-73.986679
40.751156,-74.001831
40.715843,-73.996536
40.773811,-73.979797
40.770302,-73.957558
40.785339,-73.97892
40.745838,-73.978088
40.798008,-73.960159
40.768311,-73.982346
40.741535,-74.00119
40.733929,-73.999428
40.76783,-73.968369
40.740852,-74.007561
40.711456,-74.000084
40.760635,-73.962357
40.713356,-74.010475
40.763344,-73.961739
40.729321,-73.99614
40.763344,-73.959122
40.835403,-73.943993
40.762695,-73.969872
40.741856,-74.003708
40.821407,-73.914337
40.774647,-73.956772
40.777786,-73.946014
40.765602,-73.979485
40.73996,-73.989502
40.72646,-73.999382
40.79818,-73.952309
40.756809,-73.997826
40.764568,-73.984879
40.762741,-73.981926
40.758003,-74.000771
40.779118,-73.947678
40.743748,-73.98243
40.783291,-73.952698
40.763203,-73.96254
40.768951,-73.987076
40.732216,-74.000519
40.733356,-73.978043
40.703777,-73.931274
40.766037,-73.990974
40.780548,-73.976532
40.753796,-73.976334
40.762615,-73.92675
40.738178,-73.983688
40.760471,-73.987556
40.79549,-73.965477
40.774174,-73.984947
40.755192,-73.973251
40.774277,-73.948257
40.786133,-73.977051
40.769245,-73.954887
40.718681,-73.98835
40.745541,-73.997482
40.726261,-73.98037
40.733486,-73.987175
40.775112,-73.947777
40.767475,-73.96228
40.746429,-73.971657
40.790195,-73.975235
